platform,cpu,compiler,algorithm,backend,operation,size_bytes,sample,elapsed_ns,bytes_processed,ns_per_byte,gbps,cycles_per_byte,status
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,3,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,4,128000,1048576,0.122070312,8.192000000,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,5,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,6,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,7,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,8,132000,1048576,0.125885010,7.943757576,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,9,128000,1048576,0.122070312,8.192000000,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,10,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,11,132000,1048576,0.125885010,7.943757576,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,12,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,13,129000,1048576,0.123023987,8.128496124,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,14,128000,1048576,0.122070312,8.192000000,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),AES-128,aes-hw,block-dec,1048576,15,132000,1048576,0.125885010,7.943757576,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,1,4088000,262144,15.594482422,0.064125245,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,2,3977000,262144,15.171051025,0.065915011,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,3,4142000,262144,15.800476074,0.063289232,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,4,4055000,262144,15.468597412,0.064647102,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,5,3968000,262144,15.136718750,0.066064516,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,6,3993000,262144,15.232086182,0.065650889,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,7,3959000,262144,15.102386475,0.066214701,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,8,4109000,262144,15.674591064,0.063797518,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,9,4023000,262144,15.346527100,0.065161322,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,10,3960000,262144,15.106201172,0.066197980,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,11,3977000,262144,15.171051025,0.065915011,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,12,3990000,262144,15.220642090,0.065700251,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,13,4047000,262144,15.438079834,0.064774895,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,14,3961000,262144,15.110015869,0.066181267,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,64,15,3956000,262144,15.090942383,0.066264914,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,1,3917000,262144,14.942169189,0.066924687,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,2,3939000,262144,15.026092529,0.066550901,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,3,3928000,262144,14.984130859,0.066737271,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,4,3947000,262144,15.056610107,0.066416012,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,5,3914000,262144,14.930725098,0.066975984,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,6,3985000,262144,15.201568604,0.065782685,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,7,3947000,262144,15.056610107,0.066416012,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,8,4021000,262144,15.338897705,0.065193733,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,9,3944000,262144,15.045166016,0.066466531,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,10,3933000,262144,15.003204346,0.066652428,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,11,3934000,262144,15.007019043,0.066635486,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,12,3928000,262144,14.984130859,0.066737271,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,13,3938000,262144,15.022277832,0.066567801,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,14,3914000,262144,14.930725098,0.066975984,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,512,15,4029000,262144,15.369415283,0.065064284,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,1,4018000,262144,15.327453613,0.065242409,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,2,3915000,262144,14.934539795,0.066958876,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,3,3934000,262144,15.007019043,0.066635486,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,4,3917000,262144,14.942169189,0.066924687,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,5,3933000,262144,15.003204346,0.066652428,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,6,3919000,262144,14.949798584,0.066890533,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,7,3938000,262144,15.022277832,0.066567801,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,8,3914000,262144,14.930725098,0.066975984,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,9,3936000,262144,15.014648438,0.066601626,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,10,3912000,262144,14.923095703,0.067010225,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,11,3910000,262144,14.915466309,0.067044501,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,12,3981000,262144,15.186309814,0.065848782,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,13,3912000,262144,14.923095703,0.067010225,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,14,4052000,262144,15.457153320,0.064694965,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,4096,15,3918000,262144,14.945983887,0.066907606,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,1,3910000,262144,14.915466309,0.067044501,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,2,3944000,262144,15.045166016,0.066466531,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,3,4058000,262144,15.480041504,0.064599310,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,4,3916000,262144,14.938354492,0.066941777,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,5,3958000,262144,15.098571777,0.066231430,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,6,3960000,262144,15.106201172,0.066197980,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,7,3908000,262144,14.907836914,0.067078813,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,8,4008000,262144,15.289306641,0.065405190,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,9,3936000,262144,15.014648438,0.066601626,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,10,3946000,262144,15.052795410,0.066432843,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,11,3988000,262144,15.213012695,0.065733200,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,12,3966000,262144,15.129089355,0.066097832,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,13,3922000,262144,14.961242676,0.066839368,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,14,3911000,262144,14.919281006,0.067027359,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,8192,15,3968000,262144,15.136718750,0.066064516,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,1,4053000,262144,15.460968018,0.064679003,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,2,3924000,262144,14.968872070,0.066805301,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,3,3960000,262144,15.106201172,0.066197980,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,4,3919000,262144,14.949798584,0.066890533,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,5,4020000,262144,15.335083008,0.065209950,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,6,3940000,262144,15.029907227,0.066534010,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,7,3937000,262144,15.018463135,0.066584709,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,8,3928000,262144,14.984130859,0.066737271,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,9,3958000,262144,15.098571777,0.066231430,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,10,3928000,262144,14.984130859,0.066737271,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,11,3949000,262144,15.064239502,0.066382375,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,12,3914000,262144,14.930725098,0.066975984,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,13,3976000,262144,15.167236328,0.065931590,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,14,3973000,262144,15.155792236,0.065981374,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,65536,15,3932000,262144,14.999389648,0.066669379,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,1,15818000,1048576,15.085220337,0.066290049,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,2,15726000,1048576,14.997482300,0.066677858,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,3,15730000,1048576,15.001296997,0.066660903,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,4,15813000,1048576,15.080451965,0.066311010,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,5,15915000,1048576,15.177726746,0.065886019,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,6,15899000,1048576,15.162467957,0.065952324,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,7,15803000,1048576,15.070915222,0.066352971,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,8,15786000,1048576,15.054702759,0.066424427,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,9,15855000,1048576,15.120506287,0.066135352,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,10,15815000,1048576,15.082359314,0.066302624,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,11,15758000,1048576,15.027999878,0.066542455,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,12,15888000,1048576,15.151977539,0.065997986,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,13,15846000,1048576,15.111923218,0.066172914,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,14,15853000,1048576,15.118598938,0.066143695,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ref,block,1048576,15,15759000,1048576,15.028953552,0.066538232,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,1,2695000,262144,10.280609131,0.097270501,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,2,2687000,262144,10.250091553,0.097560104,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,3,2772000,262144,10.574340820,0.094568543,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,4,2675000,262144,10.204315186,0.097997757,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,5,2709000,262144,10.334014893,0.096767811,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,6,2701000,262144,10.303497314,0.097054424,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,7,2690000,262144,10.261535645,0.097451301,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,8,2705000,262144,10.318756104,0.096910906,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,9,2769000,262144,10.562896729,0.094671000,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,10,2694000,262144,10.276794434,0.097306607,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,11,2739000,262144,10.448455811,0.095707923,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,12,2750000,262144,10.490417480,0.095325091,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,13,2700000,262144,10.299682617,0.097090370,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,14,2757000,262144,10.517120361,0.095083061,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,64,15,2720000,262144,10.375976562,0.096376471,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,1,2689000,262144,10.257720947,0.097487542,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,2,2687000,262144,10.250091553,0.097560104,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,3,2648000,262144,10.101318359,0.098996979,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,4,2656000,262144,10.131835938,0.098698795,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,5,2638000,262144,10.063171387,0.099372252,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,6,2681000,262144,10.227203369,0.097778441,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,7,2670000,262144,10.185241699,0.098181273,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,8,2667000,262144,10.173797607,0.098291714,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,9,2644000,262144,10.086059570,0.099146747,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,10,2732000,262144,10.421752930,0.095953148,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,11,2637000,262144,10.059356689,0.099409936,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,12,2654000,262144,10.124206543,0.098773173,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,13,2658000,262144,10.139465332,0.098624530,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,14,2682000,262144,10.231018066,0.097741984,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,512,15,2669000,262144,10.181427002,0.098218059,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,1,2676000,262144,10.208129883,0.097961136,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,2,2642000,262144,10.078430176,0.099221802,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,3,2640000,262144,10.070800781,0.099296970,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,4,2640000,262144,10.070800781,0.099296970,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,5,2663000,262144,10.158538818,0.098439354,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,6,2642000,262144,10.078430176,0.099221802,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,7,2631000,262144,10.036468506,0.099636640,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,8,2661000,262144,10.150909424,0.098513341,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,9,2632000,262144,10.040283203,0.099598784,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,10,2631000,262144,10.036468506,0.099636640,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,11,2663000,262144,10.158538818,0.098439354,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,12,2633000,262144,10.044097900,0.099560957,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,13,2636000,262144,10.055541992,0.099447648,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,14,2736000,262144,10.437011719,0.095812865,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,4096,15,2640000,262144,10.070800781,0.099296970,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,1,2633000,262144,10.044097900,0.099560957,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,2,2635000,262144,10.051727295,0.099485389,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,3,2646000,262144,10.093688965,0.099071807,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,4,2640000,262144,10.070800781,0.099296970,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,5,2720000,262144,10.375976562,0.096376471,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,6,2632000,262144,10.040283203,0.099598784,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,7,2652000,262144,10.116577148,0.098847662,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,8,2656000,262144,10.131835938,0.098698795,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,9,2635000,262144,10.051727295,0.099485389,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,10,2634000,262144,10.047912598,0.099523159,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,11,2632000,262144,10.040283203,0.099598784,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,12,2659000,262144,10.143280029,0.098587439,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,13,2632000,262144,10.040283203,0.099598784,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,14,2640000,262144,10.070800781,0.099296970,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,8192,15,2687000,262144,10.250091553,0.097560104,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,1,2647000,262144,10.097503662,0.099034379,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,2,2644000,262144,10.086059570,0.099146747,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,3,2680000,262144,10.223388672,0.097814925,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,4,2637000,262144,10.059356689,0.099409936,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,5,2636000,262144,10.055541992,0.099447648,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,6,2657000,262144,10.135650635,0.098661648,,ok
Darwin-arm64,Apple M2 Pro,clang-17.0.0 (clang-1700.0.13.5),SM4-128,ttable-4k,block,65536,7,2640000,262144,10.070800781,0.099296970,,ok
